Date,Domain,Subsidiary,Metric_Name,Target_Value,Actual_Value
2025-01-03,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1491,0.9066
2025-01-03,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3628,0.3362
2025-01-03,Real estate and infrastructure,JCIT,Units_Under_Construction,83.0,83.0
2025-01-04,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.7982,4.0323
2025-01-04,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0742,1.0894
2025-01-04,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3654,0.3374
2025-01-04,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,88.0,86.0
2025-01-05,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.7622,3.4378
2025-01-05,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1435,1.0707
2025-01-05,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3645,0.3433
2025-01-05,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,87.0,94.0
2025-01-06,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.8191,3.1691
2025-01-06,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1118,1.4376
2025-01-06,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3726,0.3617
2025-01-06,Real estate and infrastructure,JCIT,Units_Under_Construction,85.0,80.0
2025-01-07,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.7244,3.4578
2025-01-07,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.113,1.1859
2025-01-07,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3774,0.3478
2025-01-07,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,81.0,83.0
2025-01-08,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.78,2.3436
2025-01-08,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0873,1.1827
2025-01-08,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3654,0.3907
2025-01-08,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,86.0,86.0
2025-01-09,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.6522,3.243
2025-01-09,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1008,0.9692
2025-01-09,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3716,0.3641
2025-01-09,Real estate and infrastructure,JCIT,Units_Under_Construction,85.0,84.0
2025-01-10,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.7559,3.7567
2025-01-10,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1218,1.1546
2025-01-10,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3605,0.3347
2025-01-10,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,83.0,73.0
2025-01-11,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.9211,3.6326
2025-01-11,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1268,1.0641
2025-01-11,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3642,0.3336
2025-01-11,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,86.0,88.0
2025-01-12,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.7575,4.1588
2025-01-12,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1437,1.0809
2025-01-12,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3703,0.574
2025-01-12,Real estate and infrastructure,JCIT,Units_Under_Construction,90.0,91.0
2025-01-13,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.5143,4.2339
2025-01-13,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.078,1.3303
2025-01-13,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3702,0.3726
2025-01-13,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,86.0,85.0
2025-01-14,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.816,3.6958
2025-01-14,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0785,1.1283
2025-01-14,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3719,0.3733
2025-01-14,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,88.0,90.0
2025-01-15,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.807,3.8761
2025-01-15,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.095,1.0196
2025-01-15,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3709,0.3514
2025-01-15,Real estate and infrastructure,JCIT,Units_Under_Construction,86.0,89.0
2025-01-16,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.8202,4.3406
2025-01-16,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0969,0.8385
2025-01-16,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3704,0.4002
2025-01-16,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,83.0,82.0
2025-01-17,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.7558,3.6842
2025-01-17,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1415,1.1554
2025-01-17,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3599,0.4111
2025-01-17,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,87.0,87.0
2025-01-18,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.7642,3.3976
2025-01-18,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.0858,0.9745
2025-01-18,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3754,0.4279
2025-01-18,Real estate and infrastructure,JCIT,Units_Under_Construction,87.0,86.0
2025-01-19,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.8216,4.366
2025-01-19,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1017,1.2548
2025-01-19,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3756,0.3516
2025-01-19,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,87.0,97.0
2025-01-20,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.7227,4.1081
2025-01-20,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1162,1.2426
2025-01-20,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3648,0.3542
2025-01-20,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,86.0,92.0
2025-01-21,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.9028,3.769
2025-01-21,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1581,1.2739
2025-01-21,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3823,0.3716
2025-01-21,Real estate and infrastructure,JCIT,Units_Under_Construction,84.0,90.0
2025-01-22,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.627,3.4453
2025-01-22,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0999,1.1527
2025-01-22,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3646,0.3425
2025-01-22,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,86.0,93.0
2025-01-23,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.8246,4.077
2025-01-23,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1225,1.1716
2025-01-23,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3679,0.3555
2025-01-23,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,82.0,81.0
2025-01-24,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.7412,4.0968
2025-01-24,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1304,1.1075
2025-01-24,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3592,0.3091
2025-01-24,Real estate and infrastructure,JCIT,Units_Under_Construction,85.0,83.0
2025-01-25,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.7592,3.5154
2025-01-25,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1358,0.9986
2025-01-25,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3777,0.4115
2025-01-25,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,77.0,76.0
2025-01-26,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.5866,3.5521
2025-01-26,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.0721,0.7631
2025-01-26,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3698,0.3793
2025-01-26,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,85.0,93.0
2025-01-27,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.8276,3.6671
2025-01-27,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.0903,1.0173
2025-01-27,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3661,0.3789
2025-01-27,Real estate and infrastructure,JCIT,Units_Under_Construction,84.0,85.0
2025-01-28,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Revenue_RM_Mil,3.793,3.8415
2025-01-28,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1093,1.1629
2025-01-28,Real estate and infrastructure,JCorp Properties Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3778,0.3145
2025-01-28,Real estate and infrastructure,JCorp Properties Sdn Bhd,Units_Under_Construction,90.0,86.0
2025-01-29,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Revenue_RM_Mil,3.5852,3.861
2025-01-29,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Gross_Profit_RM_Mil,1.1325,1.1501
2025-01-29,Real estate and infrastructure,Damansara Assets Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.3741,0.3927
2025-01-29,Real estate and infrastructure,Damansara Assets Sdn Bhd,Units_Under_Construction,86.0,86.0
2025-01-30,Real estate and infrastructure,JCIT,Daily_Revenue_RM_Mil,3.3994,3.6203
2025-01-30,Real estate and infrastructure,JCIT,Daily_Gross_Profit_RM_Mil,1.1424,1.052
2025-01-30,Real estate and infrastructure,JCIT,Daily_Finance_Cost_RM_Mil,0.3654,0.379
2025-01-30,Real estate and infrastructure,JCIT,Units_Under_Construction,84.0,78.0
2025-01-01,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.6797,0.693
2025-01-01,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3571,0.3939
2025-01-01,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4568,0.4857
2025-01-01,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3193.0,2878.0
2025-01-02,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.715,0.7408
2025-01-02,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3718,0.3388
2025-01-02,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4503,0.4783
2025-01-02,Others,Sindora Berhad,Outlet_Transactions,3146.0,3182.0
2025-01-03,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7022,0.7071
2025-01-03,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.341,0.4205
2025-01-03,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4624,0.4529
2025-01-03,Others,Johor Port Sdn Bhd,Outlet_Transactions,3100.0,3114.0
2025-01-04,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7185,0.7324
2025-01-04,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3522,0.3269
2025-01-04,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4695,0.4592
2025-01-04,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3068.0,2811.0
2025-01-05,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.6989,0.6718
2025-01-05,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3249,0.3362
2025-01-05,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4668,0.4482
2025-01-05,Others,Sindora Berhad,Outlet_Transactions,3221.0,3231.0
2025-01-06,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7021,0.6864
2025-01-06,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3496,0.3581
2025-01-06,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4641,0.4869
2025-01-06,Others,Johor Port Sdn Bhd,Outlet_Transactions,3182.0,3043.0
2025-01-07,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7198,0.7121
2025-01-07,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3489,0.3238
2025-01-07,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4756,0.4998
2025-01-07,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3211.0,2963.0
2025-01-08,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.7577,0.8386
2025-01-08,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.367,0.3794
2025-01-08,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4633,0.4867
2025-01-08,Others,Sindora Berhad,Outlet_Transactions,3228.0,3317.0
2025-01-09,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7004,0.7001
2025-01-09,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3477,0.3708
2025-01-09,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4638,0.5356
2025-01-09,Others,Johor Port Sdn Bhd,Outlet_Transactions,3149.0,3197.0
2025-01-10,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7471,0.7019
2025-01-10,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3673,0.3383
2025-01-10,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4666,0.464
2025-01-10,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3184.0,3614.0
2025-01-11,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.7381,0.7752
2025-01-11,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3539,0.3067
2025-01-11,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4723,0.4714
2025-01-11,Others,Sindora Berhad,Outlet_Transactions,3127.0,3194.0
2025-01-12,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7143,0.7061
2025-01-12,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3595,0.427
2025-01-12,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4627,0.4988
2025-01-12,Others,Johor Port Sdn Bhd,Outlet_Transactions,3422.0,3568.0
2025-01-13,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7153,0.7697
2025-01-13,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3559,0.3678
2025-01-13,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4534,0.4512
2025-01-13,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3338.0,3365.0
2025-01-14,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.752,0.757
2025-01-14,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3637,0.3413
2025-01-14,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4642,0.4527
2025-01-14,Others,Sindora Berhad,Outlet_Transactions,3210.0,3413.0
2025-01-15,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.6983,0.6419
2025-01-15,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3554,0.3756
2025-01-15,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4802,0.4403
2025-01-15,Others,Johor Port Sdn Bhd,Outlet_Transactions,3023.0,2884.0
2025-01-16,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7382,0.6783
2025-01-16,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3491,0.3938
2025-01-16,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4632,0.4623
2025-01-16,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3220.0,3446.0
2025-01-17,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.7065,0.6157
2025-01-17,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3536,0.3638
2025-01-17,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4393,0.4781
2025-01-17,Others,Sindora Berhad,Outlet_Transactions,3180.0,2705.0
2025-01-18,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.6998,0.7852
2025-01-18,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3632,0.3679
2025-01-18,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4648,0.3934
2025-01-18,Others,Johor Port Sdn Bhd,Outlet_Transactions,3195.0,1980.9
2025-01-19,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.6913,0.719
2025-01-19,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3465,0.3632
2025-01-19,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4534,0.4652
2025-01-19,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3070.0,2637.0
2025-01-20,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.6995,0.6845
2025-01-20,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.356,0.3284
2025-01-20,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4614,0.4593
2025-01-20,Others,Sindora Berhad,Outlet_Transactions,3309.0,3641.0
2025-01-21,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7119,0.7854
2025-01-21,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.354,0.4166
2025-01-21,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4789,0.4642
2025-01-21,Others,Johor Port Sdn Bhd,Outlet_Transactions,3140.0,3071.0
2025-01-22,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7328,1.0845
2025-01-22,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3611,0.3698
2025-01-22,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4782,0.6456
2025-01-22,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3167.0,2938.0
2025-01-23,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.7338,0.8412
2025-01-23,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.362,0.3878
2025-01-23,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4596,0.5005
2025-01-23,Others,Sindora Berhad,Outlet_Transactions,3116.0,3122.0
2025-01-24,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.6955,0.6807
2025-01-24,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3607,0.4006
2025-01-24,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4553,0.4305
2025-01-24,Others,Johor Port Sdn Bhd,Outlet_Transactions,3222.0,3204.0
2025-01-25,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.7163,0.6807
2025-01-25,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.3489,0.3204
2025-01-25,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.47,0.4518
2025-01-25,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3263.0,3470.0
2025-01-26,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.7144,0.7756
2025-01-26,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3627,0.4016
2025-01-26,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4587,0.4905
2025-01-26,Others,Sindora Berhad,Outlet_Transactions,3231.0,3200.0
2025-01-27,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.7476,0.7095
2025-01-27,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3551,0.3606
2025-01-27,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4637,0.4901
2025-01-27,Others,Johor Port Sdn Bhd,Outlet_Transactions,3354.0,3683.0
2025-01-28,Others,QSR Brands (M) Holdings Bhd,Daily_Revenue_RM_Mil,0.6854,0.6474
2025-01-28,Others,QSR Brands (M) Holdings Bhd,Daily_Gross_Profit_RM_Mil,0.365,0.338
2025-01-28,Others,QSR Brands (M) Holdings Bhd,Daily_Finance_Cost_RM_Mil,0.4649,0.4305
2025-01-28,Others,QSR Brands (M) Holdings Bhd,Outlet_Transactions,3005.0,2518.0
2025-01-29,Others,Sindora Berhad,Daily_Revenue_RM_Mil,0.6949,0.7267
2025-01-29,Others,Sindora Berhad,Daily_Gross_Profit_RM_Mil,0.3564,0.3644
2025-01-29,Others,Sindora Berhad,Daily_Finance_Cost_RM_Mil,0.4697,0.4673
2025-01-29,Others,Sindora Berhad,Outlet_Transactions,3309.0,3351.0
2025-01-30,Others,Johor Port Sdn Bhd,Daily_Revenue_RM_Mil,0.713,0.7949
2025-01-30,Others,Johor Port Sdn Bhd,Daily_Gross_Profit_RM_Mil,0.3514,0.3586
2025-01-30,Others,Johor Port Sdn Bhd,Daily_Finance_Cost_RM_Mil,0.4682,0.5126
2025-01-30,Others,Johor Port Sdn Bhd,Outlet_Transactions,3311.0,2983.0
